-1.590000000000000024e-01,-1.001653485639986130e+00,-5.639999999999999458e-01,-5.450000000000000400e-01,7.900000000000000078e-02,9.779999999999999805e-01,-7.089999999999999636e-01,-1.650000000000000078e-01,-8.100000000000000533e-01,2.999999999999999889e-01,-2.690000000000000169e-01,-2.386847294536442454e-01,-1.001294216661295255e+00,-1.001033095689074504e+00,-1.001351845028605414e+00,-1.001057191596532281e+00,8.010000000000000453e-01,9.150000000000000355e-01,3.140000000000000013e-01,-8.760000000000000009e-01
3.150000000000000022e-01,-1.001694990136019481e+00,-8.400000000000000522e-02,-1.449999999999999900e-01,-5.699999999999999512e-01,-7.109999999999999654e-01,-4.499999999999999833e-02,-6.089999999999999858e-01,8.179999999999999494e-01,2.699999999999999969e-02,-9.370000000000000551e-01,-3.328945539472976112e-01,-2.351954766946209030e-01,-1.001187389291468222e+00,-1.001372221360051773e+00,-9.330460284994889220e-01,-6.979999999999999538e-01,-4.540000000000000147e-01,-9.769999999999999796e-01,8.970000000000000195e-01
3.119999999999999996e-01,5.254616247726886513e-01,2.230000000000000038e-01,-9.210000000000000409e-01,-5.460000000000000409e-01,-1.640000000000000069e-01,-3.430000000000000271e-01,-9.389999999999999458e-01,-3.420000000000000262e-01,3.529999999999999805e-01,-9.210000000000000409e-01,4.277625475200119154e-01,-1.001336783240865724e+00,-7.411371267531532414e-01,-1.001337299502967682e+00,-7.236908629580288688e-01,9.609999999999999654e-01,1.950000000000000067e-01,-9.399999999999999467e-01,8.120000000000000551e-01
5.600000000000000117e-02,-1.001363250082244472e+00,-5.290000000000000258e-01,-7.770000000000000240e-01,2.690000000000000169e-01,-5.949999999999999734e-01,-7.640000000000000124e-01,9.779999999999999805e-01,4.440000000000000058e-01,-4.670000000000000262e-01,2.469999999999999973e-01,-1.001346011314517170e+00,-1.001723680020292884e+00,-1.001288639789994495e+00,-1.001725499972387690e+00,-1.001033072812026248e+00,4.919999999999999929e-01,-7.560000000000000053e-01,-2.359999999999999876e-01,7.570000000000000062e-01
-7.429999999999999938e-01,-1.001019460645197201e+00,-2.800000000000000266e-01,8.050000000000000488e-01,2.379999999999999893e-01,2.949999999999999845e-01,4.480000000000000093e-01,-5.020000000000000018e-01,2.210000000000000020e-01,-8.359999999999999654e-01,8.209999999999999520e-01,-5.945885108741251202e-01,3.824022616526909779e-01,-1.001386165234304793e+00,-1.001565371563868379e+00,-1.001945741254706812e+00,-4.200000000000000261e-02,-2.210000000000000020e-01,7.790000000000000258e-01,6.670000000000000373e-01
-3.019999999999999907e-01,9.755752306868322732e-01,6.630000000000000338e-01,1.150000000000000050e-01,-9.629999999999999671e-01,7.429999999999999938e-01,-8.200000000000000344e-02,-8.699999999999999956e-01,-7.249999999999999778e-01,1.660000000000000087e-01,1.079999999999999988e-01,-2.561309932487637053e-01,-1.001264814313987950e+00,-3.642978287785222924e-01,-1.001464890656162510e+00,-1.001710587165299371e+00,1.829999999999999960e-01,-7.970000000000000417e-01,5.749999999999999556e-01,-1.640000000000000069e-01
9.299999999999999933e-02,-1.001558600267124399e+00,-5.310000000000000275e-01,4.199999999999999845e-01,3.649999999999999911e-01,-2.879999999999999782e-01,-8.799999999999999489e-02,7.680000000000000160e-01,4.580000000000000182e-01,-5.550000000000000488e-01,-8.960000000000000187e-01,-1.001448189511983999e+00,4.486980640741478621e-01,-1.001887223329292143e+00,9.267256920604935999e-01,-1.001446199985601915e+00,3.059999999999999942e-01,1.419999999999999873e-01,-1.499999999999999944e-01,8.050000000000000488e-01
7.289999999999999813e-01,-1.001688552140319155e+00,2.079999999999999905e-01,-8.459999999999999742e-01,7.139999999999999680e-01,-7.409999999999999920e-01,3.330000000000000182e-01,-9.310000000000000497e-01,-3.230000000000000093e-01,-8.400000000000000522e-02,5.819999999999999618e-01,-1.001160275269078248e+00,8.185588565307349018e-01,-1.001794495997620382e+00,-1.001334706449410916e+00,-8.493039622829041679e-01,-5.199999999999999761e-02,4.099999999999999756e-01,5.899999999999999689e-01,-9.939999999999999947e-01
5.629999999999999449e-01,4.975476027004913648e-01,-3.479999999999999760e-01,-6.430000000000000160e-01,-8.750000000000000000e-01,-7.329999999999999849e-01,-8.249999999999999556e-01,6.979999999999999538e-01,-8.840000000000000080e-01,3.950000000000000178e-01,-1.509999999999999953e-01,-1.001970883685890046e+00,-1.001537545418246244e+00,-2.945127735980341277e-01,-1.001010964258941982e+00,-1.001316859166382578e+00,-1.459999999999999909e-01,-2.969999999999999862e-01,-1.920000000000000040e-01,9.600000000000000200e-02
9.709999999999999742e-01,-1.001921851030449728e+00,-5.939999999999999725e-01,8.419999999999999707e-01,4.319999999999999951e-01,7.800000000000000266e-01,1.869999999999999996e-01,8.249999999999999556e-01,-5.510000000000000453e-01,-7.249999999999999778e-01,-6.270000000000000018e-01,-1.001853621242491554e+00,-1.001180340898509158e+00,-1.001931197455180556e+00,9.371934503375631831e-01,-1.001357532130352279e+00,2.919999999999999818e-01,-5.939999999999999725e-01,-5.200000000000000178e-01,-9.439999999999999503e-01
